paper_id,pmid,year,title,abstract_excerpt,matched_pis,matched_centers,viruses,pathogens,assay_types,paper_kind,cross_virus_relevance,cross_virus_reason,priority,priority_reason,final_corpus_decision,final_corpus_reason,review_status,notes
pmid-34707161,34707161,2021,A Newcastle disease virus expressing a stabilized spike protein of SARS-CoV-2 induces protective immune responses.,"Rapid development of COVID-19 vaccines has helped mitigating SARS-CoV-2 spread, but more equitable allocation of vaccines is necessary to limit the global impact of the COVID-19 pandemic and the emergence of additional variants of concern. We have developed a COVID-19 vaccine...",Adolfo Garcia-Sastre;Michael Schotsaert,SYBIL,sars-cov-2;sars-cov,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, infection",medium,relevant mechanistic terms: virus,watch,"infectious-disease paper but mechanism signal is still weak: virus, sars",pending,
pmid-34706911,34706911,2021,Resection and reconstruction of idiopathic scrotal elephantiasis: surgical approach and quality of life assessment.,"Scrotal elephantiasis (SE) is a condition considered rare in western industrialised countries but common in filaria prone regions. If no apparent causes are found for SE, it is called idiopathic SE. Medical and conservative therapies are ineffective against idiopathic SE, and...",Kristian Andersen,CViSB,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-34706240,34706240,2021,Lymphocyte access to lymphoma is impaired by high endothelial venule regression.,"Blood endothelial cells display remarkable plasticity depending on the demands of a malignant microenvironment. While studies in solid tumors focus on their role in metabolic adaptations, formation of high endothelial venules (HEVs) in lymph nodes extends their role to the org...",Alan Hauser,SCRIPT,,,network_modeling,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-34702759,34702759,2021,Adaptations to general surgery resident education in response to COVID-19.,BACKGROUND: The COVID-19 pandemic led to many new provincial public health measures to reallocate resources in response to an impending surge of cases. These necessary decisions had several downstream effects on general surgery training. We surveyed the actions taken by Canadi...,Melanie Ott,HPMI,sars-cov-2;sars-cov,,,methods,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,watch,infectious-disease paper but mechanism signal is still weak: sars,pending,
pmid-34697065,34697065,2021,Fusion of the Paired Box 3 (PAX3) and Myocardin (MYOCD) Genes in Pediatric Rhabdomyosarcoma.,BACKGROUND/AIM: Fusions of the paired box 3 gene (PAX3 in 2q36) with different partners have been reported in rhabdomyosarcomas and biphenotypic sinonasal sarcomas. We herein report the myocardin (MYOCD on 17p12) gene as a novel PAX3-fusion partner in a pediatric tumor with ad...,Kristian Andersen,CViSB,influenza,,,data_or_analysis,high,explicit cross-virus/shared-host language: comparative,low,no strong backlog-priority keywords matched,include,explicit cross-virus or shared-host framing in title/abstract,pending,
pmid-34671037,34671037,2021,COVA1-18 neutralizing antibody protects against SARS-CoV-2 in three preclinical models.,"Effective treatments against Severe Acute Respiratory Syndrome coronavirus 2 (SARS-CoV-2) are urgently needed. Monoclonal antibodies have shown promising results in patients. Here, we evaluate the in vivo prophylactic and therapeutic effect of COVA1-18, a neutralizing antibody...",Adolfo Garcia-Sastre;Michael Schotsaert,SYBIL,sars-cov-2;sars-cov;coronavirus,,,primary_research,candidate,relevant viral/host/pathway terms matched: viral,medium,relevant mechanistic terms: viral,watch,"infectious-disease paper but mechanism signal is still weak: viral, coronavirus, sars",pending,
pmid-34670276,34670276,2021,High-Dose Rate Interstitial Spine Brachytherapy Using an Intraoperative Mobile Computed Tomography-Guided Surgical Navigation System.,BACKGROUND: Up to 15% of previously irradiated metastatic spine tumors will progress. Re-irradiation of these tumors poses a significant risk of exceeding the radiation tolerance to the spinal cord. High-dose rate (HDR) brachytherapy is a treatment alternative. OBJECTIVE: To d...,Rafael Medina,SYBIL,,,network_modeling,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-34663813,34663813,2021,Preclinical characterization of an intravenous coronavirus 3CL protease inhibitor for the potential treatment of COVID19.,"COVID-19 caused by the SARS-CoV-2 virus has become a global pandemic. 3CL protease is a virally encoded protein that is essential across a broad spectrum of coronaviruses with no close human analogs. PF-00835231, a 3CL protease inhibitor, has exhibited potent in vitro antivira...",Adolfo Garcia-Sastre,SYBIL,sars-cov-2;sars-cov;coronavirus,,,primary_research,candidate,relevant viral/host/pathway terms matched: virus,medium,"relevant mechanistic terms: virus, host",watch,"infectious-disease paper but mechanism signal is still weak: virus, coronavirus, sars",pending,
pmid-34662860,34662860,2021,The Applicability of Commonly Used Severity of Illness Scores to Tropical Infections in Australia.,"Many patients with leptospirosis, melioidosis, and rickettsial infection require intensive care unit (ICU) admission in tropical Australia every year. The multi-organ dysfunction associated with these infections results in significantly elevated severity of illness (SOI) score...",Melanie Ott,HPMI,,,,primary_research,candidate,relevant viral/host/pathway terms matched: infection,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-34659010,34659010,2021,Extracting Summary Statistics of Rapid Numerical Sequences.,"We examine the ability of observers to extract summary statistics (such as the mean and the relative-variance) from rapid numerical sequences of two digit numbers presented at a rate of 4/s. In four experiments (total N = 100), we find that the participants show a remarkable a...",Michael Glickman,HPMI,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-34658960,34658960,2021,Brain+ AlcoRecover: A Randomized Controlled Pilot-Study and Feasibility Study of Multiple-Domain Cognitive Training Using a Serious Gaming App for Treating Alcohol Use Disorders.,"Background: Patients with alcohol use disorder (AUD) exhibit deficits in various cognitive domains, including executive functioning, working memory, and learning and memory, which impede the effectiveness of conventional AUD treatment and enhance relapse. Mobile health (mHealt...",Kristian Andersen,CViSB,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-34637486,34637486,2021,A retrospective observational study of the impact of 16s and 18s ribosomal RNA PCR on antimicrobial treatment over seven years: A tertiary hospital experience.,"BACKGROUND: Although culture-based methods remain a staple element of microbiology analysis, advanced molecular methods increasingly supplement the testing repertoire. Since the advent of 16s and 18s ribosomal RNA PCR in the 2000s, there has been interest in its utility for pa...",Ryan McNamara,CViSB,influenza,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-34626547,34626547,2021,"Deaths involving COVID-19 by self-reported disability status during the first two waves of the COVID-19 pandemic in England: a retrospective, population-based cohort study.","BACKGROUND: People with learning disabilities are at substantially increased risk of COVID-19 mortality, but evidence on risks of COVID-19 mortality for disabled people more generally is limited. We aimed to use population-level data to estimate the association between self-re...",Michael Glickman,HPMI,sars-cov-2,,network_modeling,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-34625494,34625494,2021,Genomics serology to inform therapies and vaccines for arthritogenic alphaviruses.,,Adolfo Garcia-Sastre,SYBIL,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-34623911,34623911,2021,Tox2 is required for the maintenance of GC T(FH) cells and the generation of memory T(FH) cells.,"Memory T follicular helper (TFH) cells play an essential role to induce secondary antibody response by providing help to memory and naïve B cells. Here, we show that the transcription factor Tox2 is vital for the maintenance of TFH cells in germinal centers (GCs) and the gener...",Michael Schotsaert,SYBIL,influenza,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, infection",medium,relevant mechanistic terms: virus,watch,"infectious-disease paper but mechanism signal is still weak: virus, influenza",pending,
pmid-34620951,34620951,2021,"Scalable, effective, and rapid decontamination of SARS-CoV-2 contaminated N95 respirators using germicidal ultraviolet C (UVC) irradiation device.",Particulate respirators such as N95s are an essential component of personal protective equipment (PPE) for front-line workers. This study describes a rapid and effective UVC irradiation system that would facilitate the safe re-use of N95 respirators and provides supporting inf...,Adolfo Garcia-Sastre;Michael Schotsaert,SYBIL,sars-cov-2;sars-cov,,,methods,candidate,relevant viral/host/pathway terms matched: virus,medium,relevant mechanistic terms: virus,watch,"infectious-disease paper but mechanism signal is still weak: virus, sars",pending,
