source_collection,paper_id,pmid,doi,year,title,center,pi_candidates,cross_virus_relevance,priority,subset_reason,pmcid,pubmed_url,pmc_url,publisher_url,open_access_status,full_text_source,full_text_status,oa_landing_path,oa_pdf_path,manual_download_needed,manual_download_reason
current-program,pmid-39645657,39645657,10.1016/j.celrep.2024.115056,2024,"Vimentin modulates regulatory T cell receptor-ligand interactions at distal pole complex, leading to dysregulated host response to viral pneumonia.",,,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC11804169,https://pubmed.ncbi.nlm.nih.gov/39645657/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11804169/,https://doi.org/10.1016/j.celrep.2024.115056,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-39645657.url,papers/fulltext/inventory/oa/pmid-39645657.pdf,no,
current-program,pmid-39625970,39625970,10.1371/journal.pbio.3002914,2024,How fast are viruses spreading in the wild?,,,high,medium,explicit cross-virus/shared-host signal,PMC11614233,https://pubmed.ncbi.nlm.nih.gov/39625970/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11614233/,https://doi.org/10.1371/journal.pbio.3002914,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-39625970.url,papers/fulltext/inventory/oa/pmid-39625970.pdf,no,
current-program,pmid-39576825,39576825,10.1371/journal.pntd.0012662,2024,Long-term visual outcomes and histopathologic findings after cataract surgery in Ebola virus disease survivors in the Ebola virus RNA persistence in ocular tissues and fluids (EVICT) study.,CViSB,Robert Garry;Donald S Grant,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC11623560,https://pubmed.ncbi.nlm.nih.gov/39576825/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11623560/,https://doi.org/10.1371/journal.pntd.0012662,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-39576825.url,papers/fulltext/inventory/oa/pmid-39576825.pdf,no,
current-program,pmid-39488529,39488529,10.1038/s41467-024-53791-4,2024,Live imaging of airway epithelium reveals that mucociliary clearance modulates SARS-CoV-2 spread.,SYBIL,Sumit Chanda,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC11531594,https://pubmed.ncbi.nlm.nih.gov/39488529/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11531594/,https://doi.org/10.1038/s41467-024-53791-4,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-39488529.url,papers/fulltext/inventory/oa/pmid-39488529.pdf,no,
current-program,pmid-39303692,39303692,10.1016/j.cell.2024.08.010,2024,Genetic tracing of market wildlife and viruses at the epicenter of the COVID-19 pandemic.,CViSB,Robert Garry;Kristian Andersen,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC11427129,https://pubmed.ncbi.nlm.nih.gov/39303692/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11427129/,https://doi.org/10.1016/j.cell.2024.08.010,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-39303692.url,papers/fulltext/inventory/oa/pmid-39303692.pdf,no,
current-program,pmid-39255040,39255040,10.1172/JCI180986,2024,Antibiotic use during influenza infection augments lung eosinophils that impair immunity against secondary bacterial pneumonia.,SCRIPT,Richard Wunderink,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC11527449,https://pubmed.ncbi.nlm.nih.gov/39255040/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11527449/,https://doi.org/10.1172/JCI180986,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-39255040.url,papers/fulltext/inventory/oa/pmid-39255040.pdf,no,
current-program,pmid-39179693,39179693,10.1038/s41564-024-01786-8,2024,Evolution of SARS-CoV-2 in the murine central nervous system drives viral diversification.,,,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC12863430,https://pubmed.ncbi.nlm.nih.gov/39179693/,https://pmc.ncbi.nlm.nih.gov/articles/PMC12863430/,https://doi.org/10.1038/s41564-024-01786-8,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-39179693.url,papers/fulltext/inventory/oa/pmid-39179693.pdf,no,
current-program,pmid-39138384,39138384,10.1038/s41590-024-01914-w,2024,Distinctive evolution of alveolar T cell responses is associated with clinical outcomes in unvaccinated patients with SARS-CoV-2 pneumonia.,CViSB,Donald S Grant;Richard Wunderink,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC11490290,https://pubmed.ncbi.nlm.nih.gov/39138384/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11490290/,https://doi.org/10.1038/s41590-024-01914-w,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-39138384.url,papers/fulltext/inventory/oa/pmid-39138384.pdf,no,
current-program,pmid-39006420,39006420,10.1101/2024.07.01.24309632,2024,"Dispersal history of SARS-CoV-2 variants Alpha, Delta, and Omicron (BA.1) in Spain.",,,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC11245079,https://pubmed.ncbi.nlm.nih.gov/39006420/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11245079/,https://doi.org/10.1101/2024.07.01.24309632,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-39006420.url,papers/fulltext/inventory/oa/pmid-39006420.pdf,no,
current-program,pmid-38947010,38947010,10.1101/2024.06.21.24309280,2024,Evolution of the Umbilical Cord Blood Proteome Across Gestational Development.,,,candidate,low,candidate relevance plus virus/pathogen/assay support,PMC11213116,https://pubmed.ncbi.nlm.nih.gov/38947010/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11213116/,https://doi.org/10.1101/2024.06.21.24309280,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-38947010.url,papers/fulltext/inventory/oa/pmid-38947010.pdf,no,
current-program,pmid-38940448,38940448,10.1002/jmv.29773,2024,"Dispersal history of SARS-CoV-2 in Galicia, Spain.",,,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC11742125,https://pubmed.ncbi.nlm.nih.gov/38940448/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11742125/,https://doi.org/10.1002/jmv.29773,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-38940448.url,papers/fulltext/inventory/oa/pmid-38940448.pdf,no,
current-program,pmid-38853959,38853959,10.1101/2024.05.30.596295,2024,FOXP3+ Regulatory T Cells Require TBET to Regulate Activated CD8+ T Cells During Recovery from Influenza Infection.,,,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC11160713,https://pubmed.ncbi.nlm.nih.gov/38853959/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11160713/,https://doi.org/10.1101/2024.05.30.596295,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-38853959.url,papers/fulltext/inventory/oa/pmid-38853959.pdf,no,
current-program,pmid-38643200,38643200,10.1038/s41467-024-47757-9,2024,Deviations in RSV epidemiological patterns and population structures in the United States following the COVID-19 pandemic.,,,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC11032338,https://pubmed.ncbi.nlm.nih.gov/38643200/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11032338/,https://doi.org/10.1038/s41467-024-47757-9,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-38643200.url,papers/fulltext/inventory/oa/pmid-38643200.pdf,no,
current-program,pmid-38551979,38551979,10.1371/journal.pcbi.1011640,2024,Scalable gradients enable Hamiltonian Monte Carlo sampling for phylodynamic inference under episodic birth-death-sampling models.,,,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC11006205,https://pubmed.ncbi.nlm.nih.gov/38551979/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11006205/,https://doi.org/10.1371/journal.pcbi.1011640,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-38551979.url,papers/fulltext/inventory/oa/pmid-38551979.pdf,no,
current-program,pmid-38463998,38463998,10.1101/2024.02.27.24303385,2024,"Dispersal history of SARS-CoV-2 in Galicia, Spain.",,,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC10925372,https://pubmed.ncbi.nlm.nih.gov/38463998/,https://pmc.ncbi.nlm.nih.gov/articles/PMC10925372/,https://doi.org/10.1101/2024.02.27.24303385,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-38463998.url,papers/fulltext/inventory/oa/pmid-38463998.pdf,no,
current-program,pmid-38453939,38453939,10.1038/s41467-024-46492-5,2024,A SWI/SNF-dependent transcriptional regulation mediated by POU2AF2/C11orf53 at enhancer.,,,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC10920751,https://pubmed.ncbi.nlm.nih.gov/38453939/,https://pmc.ncbi.nlm.nih.gov/articles/PMC10920751/,https://doi.org/10.1038/s41467-024-46492-5,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-38453939.url,papers/fulltext/inventory/oa/pmid-38453939.pdf,no,
current-program,pmid-38446806,38446806,10.1371/journal.pone.0299082,2024,"Genomic characterization of SARS-CoV-2 in Guinea, West Africa.",,,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC10917296,https://pubmed.ncbi.nlm.nih.gov/38446806/,https://pmc.ncbi.nlm.nih.gov/articles/PMC10917296/,https://doi.org/10.1371/journal.pone.0299082,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-38446806.url,papers/fulltext/inventory/oa/pmid-38446806.pdf,no,
current-program,pmid-38301954,38301954,10.1016/j.slasd.2024.01.006,2024,Activity and inhibition of the SARS-CoV-2 Omicron nsp13 R392C variant using RNA duplex unwinding assays.,,,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC11160173,https://pubmed.ncbi.nlm.nih.gov/38301954/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11160173/,https://doi.org/10.1016/j.slasd.2024.01.006,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-38301954.url,papers/fulltext/inventory/oa/pmid-38301954.pdf,no,
current-program,pmid-38243701,38243701,10.1093/bioinformatics/btae030,2024,Many-core algorithms for high-dimensional gradients on phylogenetic trees.,,,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC10868298,https://pubmed.ncbi.nlm.nih.gov/38243701/,https://pmc.ncbi.nlm.nih.gov/articles/PMC10868298/,https://doi.org/10.1093/bioinformatics/btae030,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-38243701.url,papers/fulltext/inventory/oa/pmid-38243701.pdf,no,
current-program,pmid-38232695,38232695,10.1016/j.xcrm.2023.101361,2024,Integration of individualized and population-level molecular epidemiology data to model COVID-19 outcomes.,,,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC10829796,https://pubmed.ncbi.nlm.nih.gov/38232695/,https://pmc.ncbi.nlm.nih.gov/articles/PMC10829796/,https://doi.org/10.1016/j.xcrm.2023.101361,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-38232695.url,papers/fulltext/inventory/oa/pmid-38232695.pdf,no,
current-program,pmid-38112418,38112418,10.1128/mbio.03036-23,2024,Understanding Fc function for rational vaccine design against pathogens.,CViSB,Ryan McNamara,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC10790774,https://pubmed.ncbi.nlm.nih.gov/38112418/,https://pmc.ncbi.nlm.nih.gov/articles/PMC10790774/,https://doi.org/10.1128/mbio.03036-23,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-38112418.url,papers/fulltext/inventory/oa/pmid-38112418.pdf,no,
current-program,pmid-38078770,38078770,10.1128/mbio.02649-23,2024,Comparative evolution of influenza A virus H1 and H3 head and stalk domains across host species.,,,high,medium,explicit cross-virus/shared-host signal,PMC10886446,https://pubmed.ncbi.nlm.nih.gov/38078770/,https://pmc.ncbi.nlm.nih.gov/articles/PMC10886446/,https://doi.org/10.1128/mbio.02649-23,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-38078770.url,papers/fulltext/inventory/oa/pmid-38078770.pdf,no,
current-program,pmid-37804247,37804247,10.1093/gerona/glad239,2024,The Third Annual Symposium of the Midwest Aging Consortium.,,,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC10799755,https://pubmed.ncbi.nlm.nih.gov/37804247/,https://pmc.ncbi.nlm.nih.gov/articles/PMC10799755/,https://doi.org/10.1093/gerona/glad239,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-37804247.url,papers/fulltext/inventory/oa/pmid-37804247.pdf,no,
pi-backlog,pmid-37983398,37983398,10.1097/ACM.0000000000005355,2023,Set Up to Fail? Barriers Impeding Resident Communication Training in Neonatal Intensive Care Units.,HPMI,Melanie Ott,high,low,explicit cross-virus or shared-host framing in title/abstract,,https://pubmed.ncbi.nlm.nih.gov/37983398/,,https://doi.org/10.1097/ACM.0000000000005355,publisher_or_doi_only,publisher,manual_check_needed,papers/fulltext/inventory/oa/pmid-37983398.url,papers/fulltext/inventory/oa/pmid-37983398.pdf,yes,publisher/DOI link available but OA status not confirmed from current metadata
pi-backlog,pmid-37889065,37889065,10.21873/cgp.20405,2023,Pathogenetic Dichotomy in Angioleiomyoma.,CViSB,Kristian Andersen,high,low,explicit cross-virus or shared-host framing in title/abstract,PMC10614064,https://pubmed.ncbi.nlm.nih.gov/37889065/,https://pmc.ncbi.nlm.nih.gov/articles/PMC10614064/,https://doi.org/10.21873/cgp.20405,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-37889065.url,papers/fulltext/inventory/oa/pmid-37889065.pdf,no,
pi-backlog,pmid-37886564,37886564,10.21203/rs.3.rs-3390128/v1,2023,Transcriptomic Analysis Pipeline (TAP) for quality control and functional assessment of transcriptomes.,UCLA-Persistent-BSI,Scott Filler,high,low,explicit cross-virus or shared-host framing in title/abstract,PMC10602190,https://pubmed.ncbi.nlm.nih.gov/37886564/,https://pmc.ncbi.nlm.nih.gov/articles/PMC10602190/,https://doi.org/10.21203/rs.3.rs-3390128/v1,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-37886564.url,papers/fulltext/inventory/oa/pmid-37886564.pdf,no,
pi-backlog,pmid-37693943,37693943,10.1016/j.omtm.2023.08.015,2023,Modifying immune responses to adeno-associated virus vectors by capsid engineering.,HPMI,Melanie Ott,candidate,medium,"viral context plus mechanism/resource terms: virus, interaction",PMC10485635,https://pubmed.ncbi.nlm.nih.gov/37693943/,https://pmc.ncbi.nlm.nih.gov/articles/PMC10485635/,https://doi.org/10.1016/j.omtm.2023.08.015,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-37693943.url,papers/fulltext/inventory/oa/pmid-37693943.pdf,no,
pi-backlog,pmid-37400148,37400148,10.21873/cgp.20388,2023,Genetic Pathways in Peritoneal Mesothelioma Tumorigenesis.,CViSB,Kristian Andersen,high,medium,explicit cross-virus or shared-host framing in title/abstract,PMC10320557,https://pubmed.ncbi.nlm.nih.gov/37400148/,https://pmc.ncbi.nlm.nih.gov/articles/PMC10320557/,https://doi.org/10.21873/cgp.20388,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-37400148.url,papers/fulltext/inventory/oa/pmid-37400148.pdf,no,
pi-backlog,pmid-37400142,37400142,10.21873/cgp.20387,2023,Acute Undifferentiated Leukemia With a Balanced t(5;10)(q35;p12) Resulting in Fusion of HNRNPH1 With MLLT10.,CViSB,Kristian Andersen,high,low,explicit cross-virus or shared-host framing in title/abstract,PMC10320562,https://pubmed.ncbi.nlm.nih.gov/37400142/,https://pmc.ncbi.nlm.nih.gov/articles/PMC10320562/,https://doi.org/10.21873/cgp.20387,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-37400142.url,papers/fulltext/inventory/oa/pmid-37400142.pdf,no,
pi-backlog,pmid-37289427,37289427,10.2807/1560-7917.ES.2023.28.23.2200740,2023,"Establishing severe acute respiratory infection (SARI) surveillance in a sentinel hospital, Ireland, 2021 to 2022.",CViSB,Ryan McNamara,candidate,medium,"viral context plus mechanism/resource terms: virus, viral, influenza, sars, rsv, network",PMC10318943,https://pubmed.ncbi.nlm.nih.gov/37289427/,https://pmc.ncbi.nlm.nih.gov/articles/PMC10318943/,https://doi.org/10.2807/1560-7917.ES.2023.28.23.2200740,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-37289427.url,papers/fulltext/inventory/oa/pmid-37289427.pdf,no,
pi-backlog,pmid-37025664,37025664,10.1039/d3ra00426k,2023,A covalent inhibitor targeting the papain-like protease from SARS-CoV-2 inhibits viral replication.,HPMI,Melanie Ott,candidate,medium,"viral context plus mechanism/resource terms: viral, sars, screen",PMC10072198,https://pubmed.ncbi.nlm.nih.gov/37025664/,https://pmc.ncbi.nlm.nih.gov/articles/PMC10072198/,https://doi.org/10.1039/d3ra00426k,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-37025664.url,papers/fulltext/inventory/oa/pmid-37025664.pdf,no,
pi-backlog,pmid-36897778,36897778,10.1016/j.celrep.2023.112234,2023,The lysine methyltransferase SMYD5 amplifies HIV-1 transcription and is post-transcriptionally upregulated by Tat and USP11.,HPMI,Melanie Ott,candidate,medium,"viral context plus mechanism/resource terms: viral, hiv, host factor",PMC10124996,https://pubmed.ncbi.nlm.nih.gov/36897778/,https://pmc.ncbi.nlm.nih.gov/articles/PMC10124996/,https://doi.org/10.1016/j.celrep.2023.112234,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-36897778.url,papers/fulltext/inventory/oa/pmid-36897778.pdf,no,
pi-backlog,pmid-36832096,36832096,10.3390/diagnostics13040608,2023,Comparative Study of the Impact of Human Leukocyte Antigens on Renal Transplant Survival in Andalusia and the United States.,SYBIL,Rafael Medina,high,low,explicit cross-virus or shared-host framing in title/abstract,PMC9954912,https://pubmed.ncbi.nlm.nih.gov/36832096/,https://pmc.ncbi.nlm.nih.gov/articles/PMC9954912/,https://doi.org/10.3390/diagnostics13040608,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-36832096.url,papers/fulltext/inventory/oa/pmid-36832096.pdf,no,
pi-backlog,pmid-36827975,36827975,10.1016/j.stemcr.2023.01.011,2023,"SARS-CoV-2 infection of airway organoids reveals conserved use of Tetraspanin-8 by Ancestral, Delta, and Omicron variants.",HPMI,Melanie Ott,candidate,medium,"viral context plus mechanism/resource terms: viral, coronavirus, sars, interaction",PMC9948283,https://pubmed.ncbi.nlm.nih.gov/36827975/,https://pmc.ncbi.nlm.nih.gov/articles/PMC9948283/,https://doi.org/10.1016/j.stemcr.2023.01.011,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-36827975.url,papers/fulltext/inventory/oa/pmid-36827975.pdf,no,
pi-backlog,pmid-36581344,36581344,10.21873/cgp.20364,2023,Novel MYCBP::EHD2 and RUNX1::ZNF780A Fusion Genes in T-cell Acute Lymphoblastic Leukemia.,CViSB,Kristian Andersen,high,low,explicit cross-virus or shared-host framing in title/abstract,PMC9806666,https://pubmed.ncbi.nlm.nih.gov/36581344/,https://pmc.ncbi.nlm.nih.gov/articles/PMC9806666/,https://doi.org/10.21873/cgp.20364,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-36581344.url,papers/fulltext/inventory/oa/pmid-36581344.pdf,no,
pi-backlog,pmid-36241425,36241425,10.26508/lsa.202201449,2023,Low expression of EXOSC2 protects against clinical COVID-19 and impedes SARS-CoV-2 replication.,HPMI,Nevan Krogan,candidate,medium,"viral context plus mechanism/resource terms: virus, viral, sars, interaction",PMC9585911,https://pubmed.ncbi.nlm.nih.gov/36241425/,https://pmc.ncbi.nlm.nih.gov/articles/PMC9585911/,https://doi.org/10.26508/lsa.202201449,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-36241425.url,papers/fulltext/inventory/oa/pmid-36241425.pdf,no,
