paper_id,pmid,year,title,abstract_excerpt,center,pi_candidates,pathogens,viruses,assay_types,paper_kind,cross_virus_relevance,cross_virus_reason,priority,priority_reason,review_status,notes
pmid-38101407,38101407,2023,Genomic surveillance reveals dynamic shifts in the connectivity of COVID-19 epidemics.,"The maturation of genomic surveillance in the past decade has enabled tracking of the emergence and spread of epidemics at an unprecedented level. During the COVID-19 pandemic, for example, genomic data revealed that local epidemics varied considerably in the frequency of seve...",CViSB,Elaine Reed;Kristian Andersen,,sars-cov-2;sars-cov;influenza,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,medium,older paper with relevant terms: coronavirus,pending,
pmid-38076988,38076988,2023,AMP-activated protein kinase is necessary for Treg cell functional adaptation to microenvironmental stress.,"CD4+FOXP3+ regulatory T (Treg) cells maintain self-tolerance, suppress the immune response to cancer, and protect against tissue injury in the lung and other organs. Treg cells require mitochondrial metabolism to exert their function, but how Treg cells adapt their metabolic p...",,,,influenza,epigenomics,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral",medium,"older paper with relevant terms: virus, viral",pending,
pmid-38007686,38007686,2023,Beta-spike-containing boosters induce robust and functional antibody responses to SARS-CoV-2 in macaques primed with distinct vaccines.,"The reduced effectiveness of COVID-19 vaccines due to the emergence of variants of concern (VOCs) necessitated the use of vaccine boosters to bolster protection against disease. However, it remains unclear how boosting expands protective breadth when primary vaccine platforms...",CViSB,Ryan McNamara,,sars-cov-2;sars-cov,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,medium,older paper with relevant terms: coronavirus,pending,
pmid-37995357,37995357,2023,SARS-CoV-2 genomics and impact on clinical care for COVID-19.,"The emergence and worldwide spread of SARS-CoV-2 during the COVID-19 pandemic necessitated the adaptation and rapid deployment of viral WGS and analysis techniques that had been previously applied on a more limited basis to other viral pathogens, such as HIV and influenza viru...",,,,sars-cov-2;sars-cov;influenza;hiv,,data_or_analysis,candidate,"relevant viral/host/pathway terms matched: virus, viral",medium,"older paper with relevant terms: virus, viral",pending,
pmid-37992162,37992162,2023,ELOA3: A primate-specific RNA polymerase II elongation factor encoded by a tandem repeat gene cluster.,The biological role of the repetitive DNA sequences in the human genome remains an outstanding question. Recent long-read human genome assemblies have allowed us to identify a function for one of these repetitive regions. We have uncovered a tandem array of conserved primate-s...,,,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-37986982,37986982,2023,Tissue-resident alveolar macrophages reduce O(3)-induced inflammation via MerTK mediated efferocytosis.,"Lung inflammation, caused by acute exposure to ozone (O3) - one of the six criteria air pollutants - is a significant source of morbidity in susceptible individuals. Alveolar macrophages (AMØs) are the most abundant immune cells in the normal lung and their number increases fo...",,,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-37975660,37975660,2023,Individual meropenem epithelial lining fluid and plasma PK/PD target attainment.,It is unclear whether plasma is a reliable surrogate for target attainment in the epithelial lining fluid (ELF). The objective of this study was to characterize meropenem target attainment in plasma and ELF using prospective samples. The first 24-hour T>MIC was evaluated vs 1x...,SCRIPT,Alan Hauser;Richard Wunderink,pseudomonas_aeruginosa,influenza,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-37965226,37965226,2023,"Clinical significance of culture-negative, PCR-positive bronchoalveolar lavage results in severe pneumonia.","Some culture-negative, PCR-positive BAL samples may represent true infection. A subset of patients with a culture-negative, PCR-positive BAL result will have a subsequent BAL culture positive for the organism initially identified by PCR alone. https://bit.ly/3DWoFPo.",SCRIPT,Richard Wunderink,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-37961423,37961423,2023,Scalable gradients enable Hamiltonian Monte Carlo sampling for phylodynamic inference under episodic birth-death-sampling models.,"Birth-death models play a key role in phylodynamic analysis for their interpretation in terms of key epidemiological parameters. In particular, models with piecewise-constant rates varying at different epochs in time, to which we refer as episodic birth-death-sampling (EBDS) m...",,,,influenza;hiv,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral",medium,"older paper with relevant terms: virus, viral",pending,
pmid-37950885,37950885,2023,Shrinkage-based Random Local Clocks with Scalable Inference.,"Molecular clock models undergird modern methods of divergence-time estimation. Local clock models propose that the rate of molecular evolution is constant within phylogenetic subtrees. Current local clock inference procedures exhibit one or more weaknesses, namely they achieve...",,,,influenza,,primary_research,candidate,relevant viral/host/pathway terms matched: virus,medium,older paper with relevant terms: virus,pending,
pmid-37901225,37901225,2023,Hypercapnia increases ACE2 expression and pseudo-SARS-CoV-2 entry in bronchial epithelial cells by augmenting cellular cholesterol.,"Patients with chronic lung disease, obesity, and other co-morbid conditions are at increased risk of severe illness and death when infected with severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). Hypercapnia, the elevation of CO2 in blood and tissue, commonly occurs...",,,,sars-cov-2;sars-cov;influenza,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral",medium,"older paper with relevant terms: virus, viral, coronavirus",pending,
pmid-37891657,37891657,2023,Resurgence of SARS-CoV-2 Delta after Omicron variant superinfection in an immunocompromised pediatric patient.,"BACKGROUND: Persistent SARS-CoV-2 infection in immunocompromised hosts is thought to contribute to viral evolution by facilitating long-term natural selection and viral recombination in cases of viral co-infection or superinfection. However, there are limited data on the longi...",,,,sars-cov-2;sars-cov,,data_or_analysis,candidate,relevant viral/host/pathway terms matched: viral,medium,"older paper with relevant terms: viral, host",pending,
pmid-37886711,37886711,2023,AntiRef: reference clusters of human antibody sequences.,"MOTIVATION: Genetic biases in the human antibody repertoire result in publicly available antibody sequence datasets that contain many duplicate or highly similar sequences. Available datasets are further skewed by the predominance of studies focused on specific disease states,...",,,,sars-cov-2;sars-cov;influenza;hiv,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-37877703,37877703,2023,Genome-wide screens reveal shared and strain-specific genes that facilitate enteric colonization by Klebsiella pneumoniae.,"Klebsiella pneumoniae is a common cause of difficult-to-treat infections due to its propensity to express resistance to many antibiotics. For example, carbapenem-resistant K. pneumoniae has been named an urgent threat by the United States Centers for Disease Control and Preven...",SCRIPT,Alan Hauser,klebsiella_pneumoniae,,crispr_screen,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-37849403,37849403,2023,"The Arenaviridae Family: Knowledge Gaps, Animal Models, Countermeasures, and Prototype Pathogens.","Lassa virus (LASV), Junin virus (JUNV), and several other members of the Arenaviridae family are capable of zoonotic transfer to humans and induction of severe viral hemorrhagic fevers. Despite the importance of arenaviruses as potential pandemic pathogens, numerous gaps exist...",CViSB,Kristian Andersen;Robert Garry,,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral",medium,"older paper with relevant terms: virus, viral",pending,
