source_collection,paper_id,pmid,doi,year,center,title,pi_candidates,subset_reason,virus_or_pathogen,assay_types,cross_virus_relevance,priority
current-program,pmid-35361968,35361968,10.1038/s41586-022-04690-5,2022,SYBIL,Defining the risk of SARS-CoV-2 variants on immune protection.,Melissa Johnson;Michael Schotsaert,candidate relevance plus virus/pathogen/assay support,sars-cov-2;sars-cov,,candidate,medium
current-program,pmid-35357886,35357886,10.1126/sciimmunol.abo0226,2022,,A modified vaccinia Ankara vaccine expressing spike and nucleocapsid protects rhesus macaques against SARS-CoV-2 Delta infection.,,candidate relevance plus virus/pathogen/assay support,sars-cov-2;sars-cov,,candidate,medium
current-program,pmid-35348368,35348368,10.1126/scitranslmed.abm2311,2022,,mRNA-1273 and BNT162b2 COVID-19 vaccines elicit antibodies with differences in Fc-mediated effector functions.,,candidate relevance plus virus/pathogen/assay support,sars-cov-2;sars-cov,,candidate,medium
current-program,pmid-35325204,35325204,10.1093/molbev/msac061,2022,,Selection Analysis Identifies Clusters of Unusual Mutational Changes in Omicron Lineage BA.1 That Likely Impact Spike Function.,,candidate relevance plus virus/pathogen/assay support,sars-cov-2;sars-cov,,candidate,medium
current-program,pmid-35289637,35289637,10.1126/scitranslmed.abn9243,2022,SYBIL,Omicron variant Spike-specific antibody binding and Fc activity are preserved in recipients of mRNA or inactivated COVID-19 vaccines.,Rafael Medina,candidate relevance plus virus/pathogen/assay support,sars-cov-2;sars-cov,,candidate,medium
current-program,pmid-35262081,35262081,10.1101/2022.02.25.481974,2022,,An immunoPET probe to SARS-CoV-2 reveals early infection of the male genital tract in rhesus macaques.,,candidate relevance plus virus/pathogen/assay support,sars-cov-2;sars-cov;influenza,,candidate,medium
current-program,pmid-35245365,35245365,10.1093/cid/ciac156,2022,,Altered Maternal Antibody Profiles in Women With Human Immunodeficiency Virus Drive Changes in Transplacental Antibody Transfer.,,candidate relevance plus virus/pathogen/assay support,influenza;hiv;ebv,,candidate,medium
current-program,pmid-35198645,35198645,10.1093/ofid/ofac027,2022,,Assessment of Virological Contributions to COVID-19 Outcomes in a Longitudinal Cohort of Hospitalized Adults.,,candidate relevance plus virus/pathogen/assay support,sars-cov-2;sars-cov,,candidate,medium
current-program,pmid-35115515,35115515,10.1038/s41467-022-28317-5,2022,,Multiple expansions of globally uncommon SARS-CoV-2 lineages in Nigeria.,,candidate relevance plus virus/pathogen/assay support,sars-cov-2;sars-cov,,candidate,medium
current-program,pmid-35073738,35073738,10.1128/mbio.02141-21,2022,,Serological Markers of SARS-CoV-2 Reinfection.,,candidate relevance plus virus/pathogen/assay support,sars-cov-2;sars-cov,,candidate,medium
current-program,pmid-35018376,35018376,10.1101/2021.10.07.463592,2022,UCLA-Persistent-BSI,Comprehensive antibody profiling of mRNA vaccination in children.,Melissa Johnson,candidate relevance plus virus/pathogen/assay support,sars-cov-2;influenza,,candidate,medium
current-program,pmid-34986351,34986351,10.1016/j.celrep.2021.110172,2022,CViSB,Ebola virus delta peptide is an enterotoxin.,Robert Garry,candidate relevance plus virus/pathogen/assay support,influenza,transcriptomics,candidate,medium
current-program,pmid-34937051,34937051,10.1038/s41586-021-04345-x,2022,SCRIPT,Local and systemic responses to SARS-CoV-2 infection in children and adults.,Richard Wunderink,candidate relevance plus virus/pathogen/assay support,sars-cov-2;sars-cov,,candidate,medium
current-program,pmid-34841975,34841975,10.1177/09622802211060518,2022,,Combining cox regressions across a heterogeneous distributed research network facing small and zero counts.,,explicit cross-virus/shared-host signal,,,high,low
current-program,pmid-34731594,34731594,10.1165/rcmb.2021-0292OC,2022,,Age-related Differences in the Nasal Mucosal Immune Response to SARS-CoV-2.,,candidate relevance plus virus/pathogen/assay support,sars-cov-2;sars-cov;influenza;rsv,,candidate,medium
pi-backlog,pmid-34981044,34981044,10.21203/rs.3.rs-1211792/v1,2021,SYBIL,The SARS-CoV-2 B.1.1.529 Omicron virus causes attenuated infection and disease in mice and hamsters.,Adolfo Garcia-Sastre;Michael Schotsaert,"viral context plus mechanism/resource terms: virus, viral, sars, network",sars-cov-2;sars-cov,network_modeling,candidate,medium
pi-backlog,pmid-34785885,34785885,10.2147/OPTH.S338894,2021,SYBIL,Surgical Management of Unilateral Partial Limbal Stem Cell Deficiency: Conjunctival Autografts versus Simple Limbal Epithelial Transplantation.,Sumit Chanda,explicit cross-virus or shared-host framing in title/abstract,,,high,low
pi-backlog,pmid-34697065,34697065,10.21873/cgp.20293,2021,CViSB,Fusion of the Paired Box 3 (PAX3) and Myocardin (MYOCD) Genes in Pediatric Rhabdomyosarcoma.,Kristian Andersen,explicit cross-virus or shared-host framing in title/abstract,influenza,,high,low
pi-backlog,pmid-34512601,34512601,10.3389/fmicb.2021.722952,2021,SYBIL,African Swine Fever Virus Induces STAT1 and STAT2 Degradation to Counteract IFN-I Signaling.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, viral, pathway",,,candidate,medium
pi-backlog,pmid-34443354,34443354,10.3390/molecules26164762,2021,CViSB,Comparative Study of Natural Terpenoid Precursors in Reactive Plasmas for Thin Film Deposition.,Donald S Grant,explicit cross-virus or shared-host framing in title/abstract,influenza,,high,low
pi-backlog,pmid-34426811,34426811,10.1101/2021.08.15.456341,2021,SYBIL,Infection and transmission of ancestral SARS-CoV-2 and its alpha variant in pregnant white-tailed deer.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, viral, coronavirus, sars, interaction",sars-cov-2;sars-cov;mers-cov;coronavirus,network_modeling,candidate,medium
pi-backlog,pmid-34292969,34292969,10.1371/journal.pone.0253594,2021,SYBIL,Ending the HIV epidemic using National HIV Behavioral Surveillance (NHBS): Recommendations based on DC model.,Rafael Medina,"viral context plus mechanism/resource terms: hiv, network",hiv,network_modeling,unknown,low
pi-backlog,pmid-34225493,34225493,10.1128/mBio.00972-21,2021,SYBIL,Expression of the Ebola Virus VP24 Protein Compromises the Integrity of the Nuclear Envelope and Induces a Laminopathy-Like Cellular Phenotype.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, interactome, interaction",,proteomics,candidate,medium
pi-backlog,pmid-34183386,34183386,10.21873/cgp.20278,2021,CViSB,Several Fusion Genes Identified in a Spermatic Cord Leiomyoma With Rearrangements of Chromosome Arms 3p and 21q.,Kristian Andersen,explicit cross-virus or shared-host framing in title/abstract,,,high,low
pi-backlog,pmid-34129317,34129317,10.1021/acsinfecdis.1c00017,2021,HPMI,Screening a Library of FDA-Approved and Bioactive Compounds for Antiviral Activity against SARS-CoV-2.,Melanie Ott,explicit cross-virus or shared-host framing in title/abstract,sars-cov-2;sars-cov;coronavirus,,high,medium
pi-backlog,pmid-33918000,33918000,10.3390/antibiotics10040404,2021,UCLA-Persistent-BSI,Mechanistic Fingerprinting Reveals Kinetic Signatures of Resistance to Daptomycin and Host Defense Peptides in Streptococcus mitis-oralis.,Michael Yeaman,explicit cross-virus or shared-host framing in title/abstract,,,high,medium
pi-backlog,pmid-33730579,33730579,10.1016/j.celrep.2021.108859,2021,HPMI,A genome-wide CRISPR screen identifies UFMylation and TRAMP-like complexes as host factors required for hepatitis A virus infection.,Melanie Ott,"viral context plus mechanism/resource terms: virus, viral, screen",,crispr_screen,candidate,medium
pi-backlog,pmid-33676971,33676971,10.1053/j.gastro.2021.02.056,2021,SYBIL,Intestinal Host Response to SARS-CoV-2 Infection and COVID-19 Outcomes in Patients With Gastrointestinal Symptoms.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: viral, sars, host response",sars-cov-2;sars-cov;influenza,,candidate,medium
pi-backlog,pmid-33510473,33510473,10.1038/s41564-020-00850-3,2021,SYBIL,Zika virus NS3 protease induces bone morphogenetic protein-dependent brain calcification in human fetuses.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, zika, pathway",zika,,candidate,medium
pi-backlog,pmid-33417126,33417126,10.1007/s11517-020-02306-6,2021,SYBIL,Biomechanical design prognosis of two extramedullary fixation devices for subtrochanteric femur fracture: a finite element study.,Sumit Chanda,explicit cross-virus or shared-host framing in title/abstract,,network_modeling,high,medium
pi-backlog,pmid-33125654,33125654,10.1007/978-1-0716-0892-0_14,2021,HPMI,Protein Structure Modeling with MODELLER.,Andrej Sali,explicit cross-virus or shared-host framing in title/abstract,,network_modeling,high,low
pi-backlog,pmid-32661015,32661015,10.1101/cshperspect.a038414,2021,SYBIL,Induction and Evasion of Type-I Interferon Responses during Influenza A Virus Infection.,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, viral, influenza, pathway",influenza,,candidate,medium
pi-backlog,pmid-32553580,32553580,10.1016/j.semcdb.2020.05.018,2021,HPMI,An 'Arms Race' between the Nonsense-mediated mRNA Decay Pathway and Viral Infections.,Melanie Ott,"viral context plus mechanism/resource terms: viral, pathway",,,candidate,medium
hpmi,pmid-34556855,34556855,10.1038/s41564-021-00964-2,2021,HPMI,Restriction factor compendium for influenza A virus reveals a mechanism for evasion of autophagy.,,candidate relevance plus virus/pathogen/assay support,influenza,proteomics;transcriptomics,candidate,medium
hpmi,pmid-34519533,34519533,10.1128/mSystems.00388-21,2021,HPMI,Target Discovery for Host-Directed Antiviral Therapies: Application of Proteomics Approaches.,,candidate relevance plus virus/pathogen/assay support,sars-cov-2;coronavirus;influenza,proteomics,candidate,medium
hpmi,pmid-34389466,34389466,10.1016/j.mcpro.2021.100132,2021,HPMI,Characterization of an A3G-Vif(HIV-1)-CRL5-CBFβ Structure Using a Cross-linking Mass Spectrometry Pipeline for Integrative Modeling of Host-Pathogen Complexes.,,candidate relevance plus virus/pathogen/assay support,hiv,proteomics;structural_biology,candidate,medium
hpmi,pmid-34225486,34225486,10.1128/mBio.01871-20,2021,HPMI,Galectin-8 Senses Phagosomal Damage and Recruits Selective Autophagy Adapter TAX1BP1 To Control Mycobacterium tuberculosis Infection in Macrophages.,,candidate relevance plus virus/pathogen/assay support,mycobacterium_tuberculosis,genome_editing,candidate,medium
hpmi,pmid-34171302,34171302,10.1016/j.cub.2021.05.067,2021,HPMI,"An ancient viral epidemic involving host coronavirus interacting genes more than 20,000 years ago in East Asia.",,candidate relevance plus virus/pathogen/assay support,sars-cov-2;sars-cov;coronavirus,,candidate,medium
hpmi,pmid-34127972,34127972,10.1101/2021.06.06.446826,2021,HPMI,Evolution of enhanced innate immune evasion by the SARS-CoV-2 B.1.1.7 UK variant.,,candidate relevance plus virus/pathogen/assay support,sars-cov-2;sars-cov,proteomics,candidate,medium
hpmi,pmid-34031651,34031651,10.21203/rs.3.rs-515215/v1,2021,HPMI,"CryoEM and AI reveal a structure of SARS-CoV-2 Nsp2, a multifunctional protein involved in key host processes.",,candidate relevance plus virus/pathogen/assay support,sars-cov-2;sars-cov;coronavirus,proteomics;structural_biology,candidate,medium
hpmi,pmid-34013269,34013269,10.1101/2021.05.10.443524,2021,HPMI,"CryoEM and AI reveal a structure of SARS-CoV-2 Nsp2, a multifunctional protein involved in key host processes.",,candidate relevance plus virus/pathogen/assay support,sars-cov-2;sars-cov;coronavirus,proteomics;structural_biology,candidate,medium
hpmi,pmid-33979618,33979618,10.1016/j.celrep.2021.109105,2021,HPMI,Efficient generation of isogenic primary human myeloid cells using CRISPR-Cas9 ribonucleoproteins.,,candidate relevance plus virus/pathogen/assay support,hiv,genome_editing,candidate,medium
hpmi,pmid-33930332,33930332,10.1016/j.molcel.2021.04.008,2021,HPMI,Functional landscape of SARS-CoV-2 cellular restriction.,,candidate relevance plus virus/pathogen/assay support,sars-cov-2;sars-cov;coronavirus,,candidate,medium
hpmi,pmid-33501437,33501437,10.1101/2021.01.24.427991,2021,HPMI,Host-directed therapies against early-lineage SARS-CoV-2 retain efficacy against B.1.1.7 variant.,,candidate relevance plus virus/pathogen/assay support,sars-cov-2;sars-cov;coronavirus,,candidate,medium
hpmi,pmid-33495306,33495306,10.1126/science.abf4058,2021,HPMI,Plitidepsin has potent preclinical efficacy against SARS-CoV-2 by targeting the host protein eEF1A.,,candidate relevance plus virus/pathogen/assay support,sars-cov-2;sars-cov;coronavirus,,candidate,medium
hpmi,pmid-33464917,33464917,10.1021/acs.jproteome.0c00764,2021,HPMI,Proteomic Approaches to Study SARS-CoV-2 Biology and COVID-19 Pathology.,,candidate relevance plus virus/pathogen/assay support,sars-cov-2;sars-cov;coronavirus,protein_interaction_mapping;proteomics;structural_biology,candidate,medium
hpmi,pmid-33434350,33434350,10.15252/msb.20188792,2021,HPMI,Mass spectrometry-based protein-protein interaction networks for the study of human diseases.,,candidate relevance plus virus/pathogen/assay support,,protein_interaction_mapping;proteomics,candidate,low
hpmi,pmid-33333024,33333024,10.1016/j.cell.2020.12.004,2021,HPMI,Genetic Screens Identify Host Factors for SARS-CoV-2 and Common Cold Coronaviruses.,,candidate relevance plus virus/pathogen/assay support,sars-cov-2;sars-cov;coronavirus,crispr_screen,candidate,medium
hpmi,pmid-33328654,33328654,10.1038/s41589-020-00700-7,2021,HPMI,Controlling and enhancing CRISPR systems.,,candidate relevance plus virus/pathogen/assay support,,genome_editing,candidate,low
hpmi,pmid-33082574,33082574,10.1038/s41589-020-00679-1,2021,HPMI,Bi-paratopic and multivalent VH domains block ACE2 binding and neutralize SARS-CoV-2.,,candidate relevance plus virus/pathogen/assay support,sars-cov-2;sars-cov,structural_biology,candidate,medium
current-program,pmid-34981072,34981072,10.1101/2021.12.24.21268378,2021,SYBIL,Preserved Omicron Spike specific antibody binding and Fc-recognition across COVID-19 vaccine platforms.,Rafael Medina,candidate relevance plus virus/pathogen/assay support,sars-cov-2,,candidate,medium
current-program,pmid-34981069,34981069,10.1101/2021.12.14.21267606,2021,,Context-specific emergence and growth of the SARS-CoV-2 Delta variant.,,candidate relevance plus virus/pathogen/assay support,sars-cov-2;sars-cov,,candidate,medium
current-program,pmid-34981043,34981043,10.21203/rs.3.rs-1159614/v1,2021,,Context-specific emergence and growth of the SARS-CoV-2 Delta variant.,,candidate relevance plus virus/pathogen/assay support,sars-cov-2;sars-cov,,candidate,medium
current-program,pmid-34835041,34835041,10.3390/v13112235,2021,,Epidemiological and Immunological Features of Obesity and SARS-CoV-2.,,candidate relevance plus virus/pathogen/assay support,sars-cov-2;sars-cov;influenza,,candidate,medium
current-program,pmid-34812429,34812429,10.1016/j.medj.2021.11.004,2021,,Reduced antibody activity against SARS-CoV-2 B.1.617.2 delta virus in serum of mRNA-vaccinated individuals receiving tumor necrosis factor-α inhibitors.,,candidate relevance plus virus/pathogen/assay support,sars-cov-2;sars-cov;influenza,,candidate,medium
