source_collection,paper_id,pmid,year,center,title,pi_candidates,viruses,pathogens,assay_types,paper_kind,cross_virus_relevance,cross_virus_reason,priority,priority_reason,abstract_excerpt
pi-backlog,pmid-40364913,40364913,2025,,Evolutionary Sequence and Structural Basis for the Epistatic Origins of Drug Resistance in HIV.,,hiv,,,primary_research,candidate,relevant viral/host/pathway terms matched: virus,high,recent paper with relevant terms: virus,"The emergence of drug resistance in the human immunodeficiency virus (HIV) remains a formidable challenge to the long-term efficacy of antiretroviral therapy (ART). A growing body of evidence highlights the critical role of epistasis, the dependence of mutational effects on th..."
pi-backlog,pmid-40280814,40280814,2025,,A ventilated perfused lung model platform to dissect the response of the lungs to viral infection.,,influenza;rsv,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral, infection",high,"recent paper with relevant terms: virus, viral","In this study, we developed a 3D lung model that incorporated alveolar and vascular components, allowing for the investigation of lung physiology and responses to infection. We investigated the role of ventilation in formation of the alveolar epithelial layer and its response..."
pi-backlog,pmid-40165947,40165947,2025,,Mucosal multivalent NDV-based vaccine provides cross-reactive immune responses against SARS-CoV-2 variants in animal models.,,sars-cov-2;sars-cov,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral",high,"recent paper with relevant terms: virus, viral","INTRODUCTION: A new generation of mucosal vaccine against the ever-evolving SARS-CoV-2 is of great value to fight COVID-19. In previous studies, our groups developed a viral vector vaccine based on an avirulent Newcastle disease virus (NDV) expressing the prefusion-stabilized..."
pi-backlog,pmid-40160349,40160349,2025,,Characterizing Musculoskeletal Sequelae in Ebola Virus Survivors During the 7 Years Since Hospital Discharge in Eastern Sierra Leone.,,influenza,,,primary_research,candidate,relevant viral/host/pathway terms matched: virus,high,recent paper with relevant terms: virus,"Ebola virus disease survivors demonstrated musculoskeletal sequelae during the 7 years since hospital discharge. Reported joint pain and joint tenderness to palpation were the most common sequelae. Sequelae generally decreased over time, but fluctuations were noted. Survivors..."
pi-backlog,pmid-40155107,40155107,2025,,Predicted dolutegravir resistance in people living with HIV in South Africa during 2020-35: a modelling study.,,hiv,,,primary_research,candidate,relevant viral/host/pathway terms matched: viral,high,recent paper with relevant terms: viral,"BACKGROUND: In response to increasing resistance to non-nucleoside reverse transcriptase inhibitors, millions of people living with HIV have switched to dolutegravir-based antiretroviral therapy, so understanding the possible emergence of dolutegravir resistance is essential...."
pi-backlog,pmid-40037847,40037847,2025,,Cryptic Rearrangement of the KMT2A Gene in a B-cell Acute Lymphoblastic Leukemia.,,influenza,,,data_or_analysis,high,explicit cross-virus/shared-host language: comparative,low,no strong backlog-priority keywords matched,"BACKGROUND/AIM: A 30-year-old female diagnosed with B cell acute lymphoblastic leukemia (B-ALL) had a normal karyotype at diagnosis. CASE REPORT: The case was investigated further by fluorescence in situ hybridization (FISH), array comparative genomic hybridization (aCGH), and..."
pi-backlog,pmid-40037239,40037239,2025,,Safety and immunogenicity of an inactivated recombinant Newcastle disease virus vaccine expressing SARS-CoV-2 spike: Results of a randomized vaccine-controlled phase I ADAPTCOV trial in Brazil.,,sars-cov-2;sars-cov;coronavirus,,,methods,candidate,relevant viral/host/pathway terms matched: virus,high,recent paper with relevant terms: virus,"COVID-19 continues to be a health issue, mainly due to virus circulation and the emergence of new variants of concern and interest. This is a single-center, randomized, double-blind, active-controlled dose-escalating phase I clinical trial to evaluate the immunogenicity and sa..."
pi-backlog,pmid-40028815,40028815,2025,,Impact of FcRn antagonism on vaccine-induced protective immune responses against viral challenge in COVID-19 and influenza mouse vaccination models.,,sars-cov-2;influenza,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral",high,"recent paper with relevant terms: virus, viral","Antagonism of the neonatal Fc receptor through an engineered antibody Fc fragment, such as efgartigimod, results in a decrease in immunoglobulin G levels. This approach is being evaluated as a therapeutic strategy for the treatment of IgG-mediated autoimmune diseases. Our goal..."
hpmi,pmid-39990302,39990302,2025,HPMI,Mutational scanning of TnpB reveals latent activity for genome editing.,,,,genome_editing,data_or_analysis,candidate,relevant host-pathogen/pathway terms matched: crispr,medium,recent HPMI paper but no strong viral/pathogen keywords matched,"TnpB is a diverse family of RNA-guided endonucleases associated with prokaryotic transposons. Due to their small size and putative evolutionary relationship to CRISPR-Cas12, TnpB enzymes hold significant potential for genome editing. However, most TnpBs lack robust gene editin..."
pi-backlog,pmid-39975920,39975920,2025,,Muscle macrophage regenerative response after squalene-adjuvanted influenza vaccination drives Th2-skewed response and is reduced with age.,,influenza,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral, infection",high,"recent paper with relevant terms: virus, viral, host","Squalene-based adjuvants like MF59, and its research alternative AddaVax, induce transient muscle injury, but their working mechanisms downstream of muscle injury remain unclear. We show that an AddaVax-adjuvanted quadrivalent inactivated influenza virus vaccine (QIV) intramus..."
hpmi,pmid-39966655,39966655,2025,HPMI,Single-molecule live-cell RNA imaging with CRISPR-Csm.,,influenza,,,methods,candidate,relevant host-pathogen/pathway terms matched: crispr,medium,recent HPMI paper but no strong viral/pathogen keywords matched,"Understanding the diverse dynamic behaviors of individual RNA molecules in single cells requires visualizing them at high resolution in real time. However, single-molecule live-cell imaging of unmodified endogenous RNA has not yet been achieved in a generalizable manner. Here,..."
pi-backlog,pmid-39905258,39905258,2025,,Author Correction: Virus-induced senescence is a driver and therapeutic target in COVID-19.,,sars-cov-2,,,primary_research,candidate,relevant viral/host/pathway terms matched: virus,high,recent paper with relevant terms: virus,
pi-backlog,pmid-39727152,39727152,2025,,"Replication kinetics, pathogenicity and virus-induced cellular responses of cattle-origin influenza A(H5N1) isolates from Texas, United States.",,influenza,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, infection",high,"recent paper with relevant terms: virus, host","The host range of HPAIV H5N1 was recently expanded to include ruminants, particularly dairy cattle in the United States (US). Shortly after, human H5N1 infection was reported in a dairy worker in Texas following exposure to infected cattle. Herein, we rescued the cattle-origin..."
pi-backlog,pmid-39667115,39667115,2025,,A single immunization with intranasal Newcastle disease virus (NDV)-based XBB.1.5 variant vaccine reduces disease and transmission in animals against matched-variant challenge.,,sars-cov-2;sars-cov;coronavirus,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, infection",high,recent paper with relevant terms: virus,"The rapid development of coronavirus disease 2019 (COVID-19) vaccines has helped mitigate the initial impact of the pandemic. However, in order to reduce transmission rates and protect more vulnerable and immunocompromised individuals unable to mount an effective immune respon..."
pi-backlog,pmid-39527880,39527880,2025,,"Phase II study on the safety and immunogenicity of single-dose intramuscular or intranasal administration of the AVX/COVID-12 ""Patria"" recombinant Newcastle disease virus vaccine as a heterologous booster against COVID-19 in Mexico.",,sars-cov-2;sars-cov;coronavirus,,,primary_research,candidate,relevant viral/host/pathway terms matched: virus,high,recent paper with relevant terms: virus,BACKGROUND: The global inequity in the distribution of COVID-19 vaccines underscores the urgent need for innovative and cost-effective vaccine technologies to address access disparities and implement local manufacturing capabilities. This is essential for achieving and sustain...
pi-backlog,pmid-39149230,39149230,2025,,The Mac1 ADP-ribosylhydrolase is a Therapeutic Target for SARS-CoV-2.,,sars-cov-2;sars-cov,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral, infection",high,"recent paper with relevant terms: virus, viral, host",SARS-CoV-2 continues to pose a threat to public health. Current therapeutics remain limited to direct acting antivirals that lack distinct mechanisms of action and are already showing signs of viral resistance. The virus encodes an ADP-ribosylhydrolase macrodomain (Mac1) that...
pi-backlog,pmid-39763959,39763959,2024,,"Acute infectious mononucleosis generates persistent, functional EBNA-1 antibodies with high cross-reactivity to alpha crystalline beta.",,ebv,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, infection",high,recent paper with relevant terms: virus,"Epstein-Barr Virus (EBV) infects over 95% of the world's population and is the most common cause of infectious mononucleosis (IM). Epidemiologic studies have linked EBV with certain cancers or autoimmune conditions, including multiple sclerosis (MS). Recent studies suggest tha..."
pi-backlog,pmid-39738586,39738586,2024,,Portable UV-C device to treat high flow of infectious aerosols generated during clinical respiratory care.,,sars-cov-2;sars-cov;influenza,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral",high,"recent paper with relevant terms: virus, viral","Respiratory interventions including noninvasive ventilation, continuous positive airway pressure and high-flow nasal oxygen generated infectious aerosols may increase risk of airborne disease (SARS-CoV-2, influenza virus) transmission to healthcare workers. We developed and te..."
