paper_id,pmid,source_collection,year,title,center,pi_candidates,previous_subset_reason,parse_status,body_word_count,decision,decision_reason,title_abstract_virus_hits,title_abstract_specific_virus_hits,title_abstract_mechanism_hits,virus_hits,mechanism_hits,cross_virus_hits,off_topic_hits,non_viral_pathogen_hits,method_resource_hits,therapeutic_clinical_hits,body_excerpt
pmid-42067193,42067193,pi-backlog,2026,Repurposing drug screen for the identification of helicase inhibitors from viruses of pandemic concern.,HPMI,Melanie Ott,"viral context plus mechanism/resource terms: virus, viral, sars, screen",cached_normalized,6002,relevant,"explicit cross-virus/shared-host full-text language: multiple viruses, pan-viral",virus;viral;coronavirus;sars-cov-2;sars;yellow fever virus,coronavirus;sars-cov-2;sars;yellow fever virus;flavivirus,screen;replication,virus;viral;coronavirus;sars-cov-2;sars;covid-19;dengue;zika;yellow fever virus,interaction;interactions;screen;replication;network,multiple viruses;pan-viral;broad-spectrum,kidney,bacterial;candida,ligand docking,inhibitor,The emergence and spread of multiple viruses from the Coronaviridae family over the last 20 years has emphasized the need for direct-acting antivirals (DAA) to combat emerging coronaviruses and other viruses of pandemic concern [ 1 ] . The most attractive targets for DAA development are virally-encoded enzymes essential to viral replication and i
pmid-40579228,40579228,hpmi,2025,Inference of differential kinase interaction networks with KINference.,HPMI,,candidate relevance plus virus/pathogen/assay support,cached_normalized,5981,relevant,"viral context plus mechanism-rich title/abstract: sars-cov-2, sars, virus, sars-cov-2, sars, pathway",virus;sars-cov-2;sars,sars-cov-2;sars,pathway;interaction;interactions;proteomics;replication;network,virus;sars-cov-2;sars,pathway;interaction;interactions;proteomics;replication;network,,cancer;breast cancer,,,,
pmid-39026801,39026801,pi-backlog,2024,Global siRNA Screen Reveals Critical Human Host Factors of SARS-CoV-2 Multicycle Replication.,SYBIL;HPMI,Adolfo Garcia-Sastre;Trey Ideker,"viral context plus mechanism/resource terms: virus, viral, coronavirus, sars, pathway, dependency",cached_normalized,5967,relevant,"viral context plus mechanism-rich title/abstract: coronavirus, sars-cov-2, sars, virus, viral, coronavirus",virus;viral;coronavirus;sars-cov-2;sars,coronavirus;sars-cov-2;sars,host factor;host factors;pathway;pathways;interaction;interactions;screen;crispr;dependency;replication,virus;viral;coronavirus;sars-cov-2;sars,host factor;host factors;pathway;pathways;interaction;interactions;screen;crispr;dependency;replication,,,,,,
pmid-34512601,34512601,pi-backlog,2021,African Swine Fever Virus Induces STAT1 and STAT2 Degradation to Counteract IFN-I Signaling.,SYBIL,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, viral, pathway",normalized,5904,relevant,"viral context plus mechanism-rich title/abstract: virus, viral, pathway, replication",virus;viral,,pathway;replication,virus;viral;sars-cov-2;sars;dengue;zika;rsv;ebola,pathway;interaction;immune evasion;replication;macrophage;alveolar,,kidney,,,inhibitor,"he infected cells ( Kawai and Akira, 2006 ; Thompson et al., 2011 ). Once secreted, IFN-I acts both in autocrine and paracrine manners via the activation of the JAK/STAT signaling pathway. IFN-I binds to its receptor (IFNAR, composed by IFNAR1 and IFNAR2 subunits) to trigger the activation of the receptor-associated kinases JAK1 and TYK2 ( Remy et al., 1999 ), which in turn regulate the phosphorylation of STAT1 and STAT2 and the formation of the ISGF3 complex. The ISGF3 complex, composed of phos"
pmid-18003608,18003608,pi-backlog,2008,2'-deoxy-4'-azido nucleoside analogs are highly potent inhibitors of hepatitis C virus replication despite the lack of 2'-alpha-hydroxyl groups.,SYBIL,Sumit Chanda,"viral context plus mechanism/resource terms: virus, viral, interaction",normalized,5821,relevant,"viral context plus mechanism-rich title/abstract: hcv, hepatitis c virus, virus, viral, interaction, replication",virus;viral,hcv;hepatitis c virus,interaction;replication,virus;viral;influenza;hepatitis b virus,pathway;interaction;interactions;screen;replication,,,bacterial;candida,,inhibitor;preclinical,"by HCV NS5B, or optimization of phosphorylation efficiency to increase the intracellular concentration of the nucleoside triphosphate analog. In particular, the first step in the pathway to the triphosphate, the formation of nucleoside monophosphate, appears to be a limiting step for a majority of nucleoside analogs (9, 26, 27) . HCV is a positive strand RNA virus encoding an RNA-dependent RNA polymerase essential for the replication of viral RNA in the cytoplasm of infected cells. RNA polymer"
pmid-32511329,32511329,hpmi,2020,A SARS-CoV-2-Human Protein-Protein Interaction Map Reveals Drug Targets and Potential Drug-Repurposing.,HPMI,,candidate relevance plus virus/pathogen/assay support,normalized,5820,relevant,"explicit cross-virus/shared-host full-text language: multiple viruses, conserved host",virus;viral;coronavirus;sars-cov-2;sars;covid-19,coronavirus;sars-cov-2;sars;covid-19,host factor;host factors;interaction;interactions;protein interaction;dependency,virus;viral;influenza;coronavirus;sars-cov-2;sars;covid-19;hiv;dengue;zika;ebola,host factor;host factors;pathway;pathways;interaction;interactions;interactome;protein interaction;dependency;restriction factor;replication;network,multiple viruses;conserved host,kidney,mycobacter;tuberculosis;bacterium;candida,,preclinical,"; we identified a novel, high-confidence interaction between SARS-CoV-2 Orf6 and NUP98-RAE1, an interferon-inducible mRNA nuclear export complex 64 that is hijacked or degraded by multiple viruses, including VSV, Influenza-A, KSHV, and Polio, and is a restriction factor for Influenza-A infection 58 , 60 , 62 , 65 . The X-ray structure of VSV M protein complexed with NUP98-RAE1 66 reveals key binding interactions that include a buried methionine residue on the M-protein packing into a hydrophobic"
pmid-26329395,26329395,pi-backlog,2015,Manipulation of the host protein acetylation network by human immunodeficiency virus type 1.,HPMI,Melanie Ott,"viral context plus mechanism/resource terms: virus, viral, hiv, network",normalized,5804,relevant,explicit cross-virus/shared-host full-text language: conserved host,virus;viral;hiv,hiv,network,virus;viral;hiv,host factor;host factors;pathway;pathways;interaction;interactions;protein interaction;screen;replication;macrophage;network,conserved host,cancer;tumor,candida,,inhibitor,"In sum, these studies suggest that HDAC1 can regulate HIV infection either positively or negatively, depending on the context of viral interaction. Cyclophilin A (CypA), a highly conserved host peptidyl-prolyl cis - trans isomerase, has complex functions in diverse cellular processes such as protein folding, signal transduction, and cell-cycle regulation. During HIV infection, CypA is recruited by the group-specific antigen (Gag) precursor polyprotein, which consists of important components of"
pmid-26845514,26845514,pi-backlog,2016,Therapeutics Targeting Protein Acetylation Perturb Latency of Human Viruses.,HPMI,Melanie Ott,"viral context plus mechanism/resource terms: viral, hiv, pathway",normalized,5760,relevant,"viral context plus mechanism-rich title/abstract: hiv, virus, viral, hiv, pathway, pathways",virus;viral;hiv,hiv,pathway;pathways,virus;viral;hiv,host factor;host factors;pathway;pathways;interaction;interactions;replication;macrophage;epithelial,,cancer;tumor,,,,"and hematopoietic progenitor cells. Establishment of HIV latency likely occurs early in infection ( 37 ) and is influenced by the integration site ( 38 ) , availability of certain host factors ( 39 ) , and stochastic transcriptional changes coupled to the strong positive feedback loop driven by the viral transactivator of transcription (Tat) ( 40 ) . HIV transcription is orchestrated by a single promoter located within the viral 5′ long terminal repeat (LTR) that drives the expression of a mult"
pmid-35867415,35867415,pi-backlog,2022,Proteomic Identification of Potential Target Proteins of Cathepsin W for Its Development as a Drug Target for Influenza.,SYBIL,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, viral, influenza, host factor",normalized,5757,relevant,"viral context plus mechanism-rich title/abstract: influenza, virus, viral, influenza, host factor, host factors",virus;viral;influenza,influenza,host factor;host factors;interaction;interactions;screen;replication,virus;viral;influenza,host factor;host factors;interaction;interactions;screen;replication,,kidney,candida,,,"s hijack host cell proteins to replicate, a thorough understanding of this intricate virus-host interlay is of paramount importance to develop novel anti-influenza drugs targeting host factors involved in virus replication ( 4 ). In this study, we analyzed the role of the host cell protease cathepsin W (CTSW) in IAV entry, as we had previously found that knockdown (KD) of CTSW expression led to entrapment of IAV in the late endosome due to a block at the stage of viral fusion ( 5 ). Moreover, w"
pmid-38768348,38768348,pi-backlog,2024,Inhibition of mRNA nuclear export promotes SARS-CoV-2 pathogenesis.,SYBIL,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: viral, coronavirus, sars, pathway, interaction",cached_normalized,5756,relevant,"viral context plus mechanism-rich title/abstract: coronavirus, sars-cov-2, sars, virus, viral, coronavirus",virus;viral;coronavirus;sars-cov-2;sars,coronavirus;sars-cov-2;sars,pathway;pathways;interaction;replication,virus;viral;coronavirus;sars-cov-2;sars,pathway;pathways;interaction;replication,,,,,inhibitor,
pmid-21464929,21464929,pi-backlog,2011,A transient homotypic interaction model for the influenza A virus NS1 protein effector domain.,SYBIL,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, influenza, interaction",normalized,5748,relevant,"viral context plus mechanism-rich title/abstract: influenza, virus, influenza, host factor, host factors, interaction",virus;influenza,influenza,host factor;host factors;interaction;interactions,virus;viral;influenza;sars,host factor;host factors;pathway;interaction;interactions;protein interaction;screen;replication,,,bacterial,,,"has been implicated in countering several host antiviral mechanisms [3] , [7] , [35] , although the primary consequence has been proposed to be antagonism of the 2’-5’ OAS/RNaseL pathway [7] . A previous study has implicated NS1 ED dimerization in functionally stabilizing the RBD [22] . To formally test whether ED dimerization affects the dsRNA-binding activity of NS1, we used poly I:C pull-down assays to assess the interaction of WT or W187A NS1 with synthetic dsRNA. As shown in Fig. 4D , WT N"
pmid-32995787,32995787,hpmi,2020,Functional genomic screens identify human host factors for SARS-CoV-2 and common cold coronaviruses.,HPMI,,candidate relevance plus virus/pathogen/assay support,normalized,5696,relevant,explicit cross-virus/shared-host full-text language: multiple viruses,virus;viral;coronavirus;sars-cov-2;sars,coronavirus;sars-cov-2;sars,host factor;host factors;pathway;pathways;screen;crispr;replication,virus;viral;coronavirus;sars-cov-2;sars;ebola,host factor;host factors;pathway;pathways;interaction;interactions;interactome;proteomics;screen;crispr;replication;epithelial;network,multiple viruses;broad-spectrum,,streptococcus;candida,,,"e potential targets for antiviral therapy. Host-directed therapy is advantageous as it allows pre-existing drugs to be repurposed, it may provide broad-spectrum inhibition against multiple viruses, and it is generally thought to be more refractory to viral escape mutations than drugs targeting viral factors 52 . We therefore explored whether the cellular pathways identified in our screens could serve as targets for therapy against coronavirus infection. Given the strong dependence of all three"
